fibro_typename,seed,orientation_10,major_axis_10,minor_axis_10,orientation_20,major_axis_20,minor_axis_20,orientation_30,major_axis_30,minor_axis_30,orientation_40,major_axis_40,minor_axis_40,orientation_50,major_axis_50,minor_axis_50,orientation_60,major_axis_60,minor_axis_60,orientation_70,major_axis_70,minor_axis_70,orientation_80,major_axis_80,minor_axis_80,orientation_90,major_axis_90,minor_axis_90
diffuse,35,-11.516378,17.426735,15.801052,-84.395694,71.791067,19.074016,-82.671534,81.318531,22.948912,-83.208611,96.327272,30.877174,-83.737185,124.770985,38.609451,-83.247192,165.964092,49.925761,-83.592903,217.351146,66.291059,-84.675088,313.239725,92.059469,-87.017093,440.565817,135.929510
diffuse,36,10.119990,20.010550,18.710018,-84.722189,69.099646,20.606794,-83.654005,82.891437,24.464720,-83.342863,99.889607,31.426443,-84.543941,127.319376,39.086913,-84.993554,167.557252,50.106068,-83.750317,216.806867,67.116812,-84.999199,322.266973,90.746445,-86.897527,442.312129,134.680459
diffuse,37,-81.806703,43.614531,17.317794,-83.965694,76.813103,20.634467,-83.780117,77.663256,25.563930,-83.719252,94.803740,32.181086,-84.244809,122.066585,39.638660,-84.330797,158.862554,51.245041,-83.792806,214.040281,66.142470,-84.915764,311.440043,91.817744,-86.984017,442.215431,134.839702
diffuse,38,33.777500,24.249020,15.733324,-88.017518,64.631293,25.222341,-85.062586,75.990400,27.988052,-84.583756,91.909635,33.694871,-83.590568,122.318667,40.323966,-83.894083,155.398246,53.029026,-83.752212,211.594255,68.944774,-84.771786,315.976367,92.341736,-86.829604,443.054469,136.701286
diffuse,39,23.696803,20.773855,17.524657,-89.711487,63.209017,23.454855,-85.820841,77.464483,26.297032,-84.951950,98.433119,31.863601,-84.095241,122.299896,40.284728,-85.451259,161.695986,52.171240,-84.033662,217.831641,66.717210,-85.404222,316.612063,91.663897,-88.193443,446.819827,135.202856
diffuse,40,-84.058802,68.295042,18.834554,-86.685642,81.604277,20.884428,-85.553999,85.205496,25.712169,-84.721594,101.931234,33.219569,-84.881117,127.744279,41.915810,-84.886861,174.129773,51.360814,-84.390946,222.907211,68.811111,-85.367674,324.486990,92.273021,-87.720930,445.144893,136.236172
diffuse,41,40.268839,18.662783,16.982570,-87.878942,70.380090,21.442291,-84.521377,80.210848,25.784313,-84.732548,100.576335,32.807776,-84.377810,130.865580,39.013677,-84.309580,168.625110,50.037785,-84.092402,223.599484,65.966266,-85.025441,313.469724,93.358220,-87.001673,440.770412,135.953481
diffuse,42,39.805571,15.799574,15.472771,-87.111875,57.319049,29.292479,-83.339787,72.544108,29.288811,-83.679669,93.484871,34.425582,-84.123517,124.151738,40.060658,-83.910775,163.558986,50.851877,-83.635070,217.377992,66.445599,-84.801008,316.290726,91.278953,-87.126645,439.192146,134.982275
diffuse,43,85.302777,32.296974,22.124685,-84.498271,62.774021,23.533308,-83.354499,78.782749,27.511553,-84.378525,97.875956,33.594170,-84.172547,126.948752,40.031732,-84.920710,165.863474,50.877339,-84.282757,219.333750,66.714308,-85.089462,317.331937,91.542743,-87.332578,440.775638,136.360007
diffuse,44,-83.766985,55.045517,16.819035,-82.373348,75.770525,21.796024,-83.525913,85.122703,25.728836,-84.902348,101.387367,32.630175,-84.317848,128.555293,40.043899,-85.671596,168.643417,51.717297,-84.249516,229.050088,67.510244,-85.289058,331.370666,92.216699,-87.422965,444.435726,138.314532
diffuse,45,-78.967185,61.638376,15.535139,-81.123279,76.589674,19.192354,-83.881934,82.951332,25.066362,-84.462324,97.404871,33.084594,-83.943043,127.841668,39.500468,-84.586669,165.173847,52.331359,-83.687402,231.132178,65.787802,-84.605417,325.685457,91.324885,-87.127050,439.745345,136.070211
diffuse,46,81.182769,17.928428,17.336760,-84.017301,72.385486,20.836639,-84.145363,79.881797,24.691447,-83.958398,93.598449,33.248359,-83.945805,123.926287,39.632669,-83.641964,162.963779,50.863160,-83.887333,219.185260,66.436123,-84.424974,317.059124,90.808364,-87.228497,441.592259,134.551584
