generation_mode,fibro_typename,density,theta,seed,orientation_10,major_axis_10,minor_axis_10,orientation_20,major_axis_20,minor_axis_20,orientation_30,major_axis_30,minor_axis_30,orientation_40,major_axis_40,minor_axis_40,orientation_50,major_axis_50,minor_axis_50,orientation_60,major_axis_60,minor_axis_60,orientation_70,major_axis_70,minor_axis_70,orientation_80,major_axis_80,minor_axis_80,orientation_90,major_axis_90,minor_axis_90
threshold,diffuse,0.22000,-1.57080,39,-68.198591,11.058950,10.587850,-83.935011,28.621106,18.742585,-47.443499,41.701239,31.811944,-17.897022,48.275774,40.221670,-10.047477,58.501080,49.858017,-3.067998,75.138771,59.917995,-6.296099,104.795664,77.197752,-0.452138,154.990021,111.276009,-3.026433,260.578022,169.439836
threshold,diffuse,0.22000,-1.57080,40,87.391220,35.741174,12.717889,-89.981825,45.761098,22.200837,-25.427478,45.014979,42.063725,-0.829911,54.085215,43.008096,-1.791802,67.352589,49.904986,-0.159841,83.469073,61.651546,-2.181491,112.678461,83.293124,0.389105,163.877913,119.843706,-0.576382,264.730800,175.272237
threshold,diffuse,0.22000,-1.57080,41,17.897992,33.495723,16.321332,-1.297690,56.833632,24.948700,-5.804386,60.470471,30.465386,-9.565801,60.657360,39.686267,-4.758272,70.892343,49.092188,-0.327017,85.936392,60.698931,-3.013519,115.949262,81.129648,-0.582442,165.366161,117.456049,0.262672,265.021004,176.999925
threshold,diffuse,0.22000,-1.57080,42,90.000000,15.446456,14.981634,26.719330,42.629391,28.973721,12.141501,48.887781,34.430030,3.286444,54.466295,39.210146,2.716522,64.122729,48.199074,3.062637,79.743635,59.786863,-2.538562,110.224173,79.238832,2.063767,155.368723,118.599540,0.758287,263.729009,171.722122
threshold,diffuse,0.22000,-1.57080,43,90.000000,13.920083,13.531520,34.511501,48.784491,18.267266,17.557934,55.579187,30.269408,10.029272,56.782273,39.157134,8.445834,65.190478,49.547312,6.520941,80.679742,61.030479,-0.066841,108.928959,81.865170,5.686611,157.507636,119.656522,2.540931,267.646315,172.392323
threshold,diffuse,0.22000,-1.57080,44,-63.285460,31.501938,14.398082,-47.473104,42.490328,31.733080,-6.384236,47.066704,38.158132,2.924275,56.164091,42.190637,-1.002312,68.504211,49.960606,-3.837745,82.878690,63.473065,0.611625,114.234909,83.330511,-0.630204,160.582967,124.265179,-1.366495,265.103114,181.497640
threshold,diffuse,0.22000,-1.57080,45,82.951659,16.762344,15.655210,-10.365828,54.918586,23.221486,-11.961963,55.617021,31.362155,-12.125643,58.007393,39.527160,-7.215392,66.660504,49.374732,-0.249071,83.005169,60.270703,0.244013,110.414379,81.603985,0.509088,164.074147,116.082180,0.951129,265.845738,173.447398
threshold,diffuse,0.22000,-1.57080,46,79.922894,16.379416,14.024375,46.577056,39.307300,28.799675,23.681501,46.241829,36.543640,4.861618,52.746524,41.394085,3.299324,64.104296,48.698905,1.808984,80.085874,60.179047,0.898041,110.951541,80.760171,2.374011,159.557101,119.410768,0.624091,262.170835,177.981254
threshold,diffuse,0.22000,-1.57080,47,-87.119591,16.300892,14.643376,-73.089931,38.312601,27.114792,-7.956858,41.603636,38.613817,1.156788,51.338111,43.289399,-2.005360,66.202217,49.545848,-0.768479,83.067787,60.128324,-2.979792,111.185834,81.641228,-2.457313,161.655672,118.416438,0.642064,262.483758,176.957537
threshold,diffuse,0.22000,-1.57080,48,81.925966,13.941860,13.419875,5.307804,52.125831,20.461961,3.212097,53.244976,31.568609,-3.717534,54.978107,39.190433,-3.157905,63.905917,48.764525,1.371462,79.984306,59.004057,0.577546,112.517407,76.962255,-2.033295,160.304189,114.086542,-0.415456,267.057728,169.670024
threshold,diffuse,0.22000,-1.57080,49,88.606621,29.660441,13.695273,51.765190,38.158187,34.501874,7.173090,45.455899,37.539350,5.561964,53.467319,41.891301,4.958950,64.797088,50.440091,3.235107,81.041837,62.554135,0.437643,107.408158,86.750000,2.274603,160.329838,121.613796,0.290629,265.866802,177.008503
threshold,diffuse,0.22000,-1.57080,50,-73.832306,11.752688,11.376018,27.326939,35.140320,23.997104,-2.872444,45.560667,33.316784,-5.934942,52.644096,37.269044,-6.953177,61.236618,46.154293,-3.486547,74.136594,58.156995,-0.881908,102.949468,76.716459,-0.072746,151.698179,113.715577,0.968579,258.307478,171.230596
threshold,diffuse,0.22000,-1.57080,51,82.807264,32.115391,13.233104,54.803776,44.400899,29.211854,9.976333,51.100614,37.551540,2.226452,57.646936,40.854840,1.114009,68.907078,48.346348,0.384760,83.931741,59.916995,1.160082,113.771261,79.760340,2.178056,164.685959,118.143008,-1.891372,267.264875,174.987508
threshold,diffuse,0.22000,-1.57080,52,-53.130102,10.385807,9.886273,90.000000,20.415504,18.677046,9.395846,48.569930,26.758502,-8.040089,49.758534,37.125834,-9.194937,58.554175,46.500410,-4.606558,73.927341,56.339371,-1.887199,100.379904,75.303179,-2.943886,153.107751,107.535822,-2.466944,258.416383,163.786904
threshold,diffuse,0.22000,-1.57080,53,81.859422,15.598469,13.374909,35.070056,44.770151,25.061591,31.212346,54.324643,32.181694,21.263539,56.180411,39.936650,7.992177,63.273240,50.538101,4.048145,81.064484,61.268270,5.801913,107.339719,84.331463,6.057510,156.469307,121.698924,0.040044,261.237651,177.074188
threshold,diffuse,0.22000,-1.57080,54,55.145908,34.927801,13.087813,35.927242,43.422468,35.420619,2.267879,48.879246,39.128420,1.067536,56.229385,42.756925,4.753526,68.262908,49.862904,1.238698,83.965862,61.381093,1.073461,116.178404,82.179522,1.019316,164.964017,120.784864,0.119914,266.161013,179.736871
threshold,diffuse,0.22000,-1.57080,55,86.728658,17.753068,14.573447,87.383948,40.146203,21.756557,3.535172,42.868764,41.575886,0.038093,52.204041,42.818573,-1.207807,64.636989,49.503150,0.840642,82.461648,59.608634,2.590370,109.044935,81.804162,2.051009,159.885188,118.932137,-0.292194,264.643911,176.175524
threshold,diffuse,0.22000,-1.57080,56,-79.038180,16.923426,15.197723,-47.412026,39.484149,25.264383,-14.461985,46.519793,34.627034,-5.031190,53.620568,40.173810,-3.007494,64.609857,48.492330,-2.883950,79.916342,59.015534,-1.205285,108.583750,78.430229,1.522909,157.183320,113.909185,0.969950,265.306018,168.750410
threshold,diffuse,0.22000,-1.57080,57,84.736107,15.549565,14.098668,15.596370,40.857258,30.876282,8.019966,52.831993,34.088931,4.288970,59.008910,38.283163,1.782521,67.299236,47.412417,-2.095159,79.298768,60.219320,-2.570455,107.597075,80.534857,3.422705,157.024203,117.399472,-1.158496,263.986377,171.163811
threshold,diffuse,0.22000,-1.57080,58,76.666134,17.792244,16.801535,1.397257,58.354874,22.256722,9.888901,56.492852,33.530815,10.885478,57.954844,41.772730,8.018824,66.989988,51.733963,1.000490,83.067450,64.315928,2.994264,115.513048,85.039006,5.635987,171.293601,120.032517,0.483183,269.630355,179.728348
threshold,diffuse,0.22000,-1.57080,59,85.947577,26.652327,14.508357,39.002671,43.044037,32.618387,28.430579,50.859865,34.828006,22.447713,56.679452,42.187230,11.939181,66.000373,52.085097,0.267001,83.102494,63.394368,-3.862073,115.354057,84.189547,-2.278958,167.558063,121.240754,-1.820126,264.523164,179.930810
threshold,diffuse,0.22000,-1.57080,60,63.434949,13.389046,13.194202,73.087954,37.660569,21.794053,15.163210,45.336028,36.932938,2.855209,53.266418,39.589271,1.327976,64.764147,47.361325,-0.442760,79.258053,59.379616,-0.133336,111.622033,78.008880,0.201477,159.320517,114.433968,-3.535624,263.918283,172.722891
threshold,diffuse,0.22000,-1.57080,61,88.007673,12.334075,11.259787,-1.369171,45.757135,18.946513,-8.730791,53.270514,29.878614,-5.513425,55.778317,36.293283,-1.714322,64.567394,45.679393,-1.868092,78.156649,57.804770,-1.696145,104.804448,78.206244,-3.238942,153.933868,112.628250,-1.088180,261.144681,168.467117
threshold,diffuse,0.22000,-1.57080,62,77.110965,30.661485,12.699509,45.026287,47.836756,28.723608,28.522215,51.472280,38.394608,10.680373,55.969483,43.426796,3.778709,65.327037,50.385504,1.064591,82.430833,60.453329,5.113775,112.600137,82.110885,5.850365,164.097966,119.067925,1.855683,264.994085,179.048481
threshold,diffuse,0.22000,-1.57080,63,70.621806,18.776619,17.504758,25.960504,46.645046,21.969088,21.729616,54.954828,30.861965,15.177776,59.004201,41.023070,9.001003,68.006333,50.940879,5.142406,83.507301,63.556872,0.777892,113.145425,86.236358,4.182815,165.085692,121.964551,0.457767,264.149893,183.537188
threshold,diffuse,0.22000,-1.57080,64,-3.469193,22.191792,18.743903,-7.414434,49.568221,25.213835,-7.245073,57.727790,31.130964,-1.650168,60.849240,40.023169,-1.537116,69.552225,50.511206,-0.443435,85.299821,62.784427,1.572917,112.351644,86.602811,2.591725,167.580741,119.973245,0.425191,267.185883,179.561100
threshold,diffuse,0.22000,-1.57080,65,-85.796941,14.160647,12.185822,21.056381,34.706154,25.866478,2.927322,50.078278,30.701475,3.431216,55.224487,37.980787,4.420454,63.399953,48.966416,1.105431,79.079117,60.858061,-0.788398,105.313546,82.898476,1.768090,160.588544,115.386137,2.040496,263.107375,172.759842
threshold,diffuse,0.22000,-1.57080,66,77.414520,22.362348,15.565643,77.024716,40.490100,28.126777,30.789449,43.581464,40.032169,-0.632795,55.379530,41.870330,1.238156,68.020866,49.571324,0.058617,82.090612,62.990681,2.661976,114.340946,81.916735,2.370880,162.703365,121.128911,-4.234674,262.183530,179.247247
threshold,diffuse,0.22000,-1.57080,67,75.009180,12.218900,11.475063,24.908123,44.646549,18.145692,27.088213,51.839950,29.285475,14.607162,53.903121,40.069713,7.704979,65.122781,48.942291,1.397416,80.278496,60.712673,0.489811,104.972660,85.239022,0.163138,158.137472,120.613703,-2.923454,263.638196,176.840520
threshold,diffuse,0.22000,-1.57080,68,-86.073343,17.089437,13.251874,-89.254865,40.502799,17.477459,73.361836,43.494865,37.667149,7.538867,49.969279,42.595993,1.969286,63.362730,49.148312,1.329730,80.783930,59.772155,-1.054251,108.922138,80.729524,-2.703799,161.082637,116.143291,1.731750,260.230200,175.260528
threshold,diffuse,0.22000,-1.57080,69,-87.346143,19.611499,15.509718,60.839198,44.489714,34.014868,28.116470,51.750866,38.595548,16.942509,55.946329,43.029019,5.928925,67.905481,50.560685,1.044521,84.185368,61.856365,-0.402354,114.153968,83.577200,2.096115,165.031528,122.595906,-0.399133,266.436461,179.421029
threshold,diffuse,0.22000,-1.57080,70,-75.639837,13.368105,12.584619,67.448819,39.214054,17.433833,56.880350,43.279789,37.568808,11.207325,53.946809,40.948282,4.025063,62.771293,47.762412,1.403411,76.479024,59.216837,2.258902,102.408676,80.425376,1.970671,156.861003,111.953419,-1.920259,260.163160,169.957354
threshold,diffuse,0.22000,-1.57080,71,-81.363353,16.854715,15.406608,-47.389056,47.410908,22.253801,-33.465267,49.059144,36.195325,-17.290834,53.955084,42.114693,-9.574337,64.952241,50.399741,-5.325104,80.046094,62.258490,-3.536979,109.785681,84.554180,-3.632117,167.155507,117.833263,-1.397856,262.036046,178.274313
threshold,diffuse,0.22000,-1.57080,72,79.488773,15.257729,13.334844,-0.066657,44.299048,23.623223,-8.007392,47.170201,33.318745,-10.533652,53.409838,39.502711,-5.607342,63.720821,48.455559,-3.367845,77.966490,59.632423,3.156573,110.200955,76.695623,0.938148,157.163728,113.189268,-0.619467,261.993982,168.240319
threshold,diffuse,0.22000,-1.57080,73,-85.989849,15.476871,14.560641,34.369662,36.522176,26.952700,19.057318,43.602736,34.963833,7.502928,55.101914,40.320206,4.170950,66.616547,48.367536,1.256928,81.565172,60.450249,-6.496752,110.052239,81.524829,0.420918,160.615356,117.204163,1.970099,265.454658,173.023609
threshold,diffuse,0.22000,-1.57080,74,7.142353,40.227757,15.860806,9.125889,56.393320,24.371509,10.342421,56.821778,33.177697,5.310408,57.912637,40.738074,1.698230,67.436632,50.616497,2.091206,84.547285,62.435426,2.346182,114.901720,84.705689,1.969289,167.812059,120.907080,1.131115,266.995577,178.851955
threshold,diffuse,0.22000,-1.57080,75,64.056786,13.676084,12.289048,33.576785,37.493827,24.539363,15.325774,51.734625,31.162662,6.993592,54.377610,38.784448,4.525023,63.265164,48.147407,-0.828246,78.147658,59.785774,2.961920,106.536956,79.632202,1.794483,155.599532,114.263065,0.820638,261.665913,169.925985
threshold,diffuse,0.22000,-1.57080,76,82.821271,13.309152,12.547222,68.068229,38.101015,18.419937,47.654844,46.458583,32.571712,15.071339,53.882037,40.931096,5.759836,66.109695,48.421627,4.711541,80.390524,60.146462,9.872865,107.477495,83.576359,0.647916,160.996013,116.074447,0.476213,264.615757,174.484309
threshold,diffuse,0.22000,-1.57080,77,84.089256,14.515509,13.151424,80.602573,36.739820,18.425279,87.293016,38.647744,34.244013,1.249811,49.929007,41.014476,-0.288656,62.348622,47.873853,1.780520,76.025731,59.619003,4.920182,104.622435,79.229451,-2.776854,154.788750,113.857951,-3.596668,263.434827,169.589894
threshold,diffuse,0.22000,-1.57080,78,88.539731,13.143896,11.921711,-27.760245,37.114981,29.761673,-6.268619,50.380605,36.560216,-3.219978,53.384571,40.898578,-1.655702,61.607211,48.810381,-1.429849,77.444562,59.076531,-1.765897,107.984748,78.033106,-1.518235,158.042777,112.113939,-0.954746,262.104629,169.989965
threshold,diffuse,0.22000,-1.57080,79,90.000000,11.832160,11.412608,-5.387701,43.563745,19.171559,-0.097187,51.053644,29.108793,-4.674489,53.616894,35.252074,-3.906235,63.865842,43.527359,-0.777867,78.604806,54.409028,-2.726537,102.927862,75.953471,1.794623,154.187703,110.677981,-1.466180,260.739096,166.697287
threshold,diffuse,0.22000,-1.57080,80,-77.291997,15.334242,13.095885,81.815694,40.278714,20.034382,11.860739,45.315270,40.354293,1.618597,53.503721,42.681869,1.730833,63.541794,49.523702,-3.522078,78.416196,61.055223,-1.550935,107.696308,82.502713,-2.066010,160.677527,118.921547,-1.735226,265.380521,176.218364
threshold,diffuse,0.22000,-1.57080,81,-66.801409,15.300102,14.957419,12.550724,39.190514,25.633613,-2.841835,47.556095,32.506533,-8.754562,55.571361,41.872768,-3.258349,64.276860,52.343788,4.949940,80.211419,64.223875,2.515517,109.019170,84.266377,1.414610,163.137823,116.927325,-0.009585,263.844714,176.083656
threshold,diffuse,0.22000,-1.57080,82,73.347446,16.247892,14.901641,68.896427,39.286111,29.692813,19.562757,46.617285,38.421706,-3.470860,53.404315,42.522826,-1.058423,65.037737,50.764450,2.620931,81.941995,61.952362,4.095444,110.023608,83.065869,2.088209,164.000468,116.618153,1.786201,264.049104,176.416149
threshold,diffuse,0.22000,-1.57080,83,0.000000,11.840427,11.840427,-86.851893,29.383194,26.109344,6.695468,47.509519,32.494191,3.211293,53.734288,37.062659,1.407234,63.135943,44.721984,-0.104678,76.981831,55.083911,-6.086718,102.914703,75.809019,1.134855,153.120280,110.349847,-1.712201,262.607431,163.097446
threshold,diffuse,0.22000,-1.57080,84,85.363699,17.176724,15.550813,-7.985947,42.336506,34.082595,-15.023594,51.160749,35.898503,-13.949904,56.545151,41.201155,-11.686105,65.306192,51.527456,-1.562877,80.478016,62.763652,-5.032298,108.590312,82.990703,-1.890325,161.609405,120.129017,-1.123883,261.308072,178.073657
threshold,diffuse,0.22000,-1.57080,85,55.386127,16.052112,15.398052,3.536686,52.561101,22.864100,0.988790,56.251248,32.144143,-2.957957,58.654977,39.400918,-1.463398,67.631575,49.021388,0.754474,82.485349,61.148751,0.977677,111.757374,81.972430,-1.521575,167.312603,116.715812,0.446271,265.166885,175.418091
threshold,diffuse,0.22000,-1.57080,86,-22.463694,36.748227,21.904352,-12.928679,55.188462,29.394947,-10.816269,55.294554,34.748181,-7.911825,59.149546,41.385631,-1.765898,67.537629,51.180277,-1.752120,83.239235,62.800675,-2.670811,114.377193,83.447065,-1.362522,169.961888,117.976479,0.279814,265.219976,177.633545
threshold,diffuse,0.22000,-1.57080,87,86.722045,22.986517,15.393915,55.725926,40.237936,31.696822,21.001707,46.744459,37.753165,12.674835,54.218200,43.781744,7.535524,65.429968,52.355376,5.685291,82.412922,64.056487,5.580099,111.346325,86.167960,2.526168,160.865442,122.409137,0.736317,265.769554,179.189142
threshold,diffuse,0.22000,-1.57080,88,-78.360641,14.121502,13.251259,78.523470,38.313093,19.059901,11.506108,44.848306,37.965564,2.860540,53.485378,42.402063,2.408147,66.673432,49.150305,0.933331,83.364846,59.276880,0.864212,107.856986,84.527694,0.843091,162.015430,116.918930,0.319183,260.839477,175.979542
threshold,diffuse,0.22000,-1.57080,89,-86.529508,15.187817,13.587421,-2.187160,45.901911,19.849496,-3.622373,51.472041,28.920650,-0.420356,60.383672,36.620183,0.641622,71.717428,45.169600,-1.110003,84.016830,58.140364,-1.535347,112.501897,79.129499,-0.691982,162.886908,117.149929,-0.487797,265.925583,173.265346
threshold,diffuse,0.22000,-1.57080,90,82.274260,29.382552,18.492055,58.787435,45.272761,31.777802,11.160390,46.770956,43.435385,0.232516,55.531458,45.249823,0.368350,67.618218,52.635441,-0.223672,85.009202,63.928472,-0.456581,115.976512,84.809553,1.460099,166.683986,123.064897,0.220890,267.508819,180.162328
threshold,diffuse,0.22000,-1.57080,91,64.470620,18.650383,18.000987,-4.785322,53.537835,24.860405,-3.944827,53.935153,31.788492,-2.543401,56.374009,40.379695,-4.014210,65.394472,49.752536,-1.536350,81.162645,61.354355,-0.369523,110.853091,82.690117,-2.706637,160.645344,119.854636,-0.799684,260.458435,176.760643
threshold,diffuse,0.22000,-1.57080,92,74.868016,17.677716,15.121279,9.049030,44.483364,26.293819,-5.500968,48.506769,34.505627,-12.965823,54.290055,39.697630,-9.240817,64.466266,48.262962,-1.113989,81.142787,58.510756,-5.888258,108.822373,79.655095,0.468219,158.960246,114.435803,-5.491273,261.800085,172.576372
threshold,diffuse,0.22000,-1.57080,93,85.067097,13.052538,11.491676,-4.027910,52.038391,18.457666,-3.492867,60.720754,25.574419,-3.913441,58.263658,35.663067,-3.630876,63.932419,46.503772,-0.885899,78.896908,57.827593,-1.207579,109.395543,77.067862,2.305910,156.365691,115.108913,-1.371635,267.443738,167.592887
threshold,diffuse,0.22000,-1.57080,94,-67.210637,14.100022,13.556383,-0.080269,52.267468,17.853961,-1.732373,57.726358,25.132436,0.300817,54.526343,41.470303,-1.527702,63.270875,51.233661,-2.251533,80.134289,61.218961,-2.270880,107.604137,83.386197,-0.064774,162.979745,117.102172,1.335069,262.187230,178.930203
threshold,diffuse,0.22000,-1.57080,95,-27.287905,39.881179,31.313666,-14.038944,45.361276,38.317736,-8.386447,48.958096,40.160710,-2.444361,54.990153,44.508934,-3.670634,65.592490,53.126153,-3.357879,83.752836,64.299977,-1.629131,116.160935,84.128733,-1.116205,165.190048,121.407617,0.889897,264.997901,177.489946
threshold,diffuse,0.22000,-1.57080,96,-67.977220,16.510262,14.884648,-74.313284,39.970263,27.554004,-7.919657,47.274758,38.146555,-2.593980,55.089729,40.982950,0.355854,66.326339,48.773576,-0.335619,81.195045,60.357053,4.945905,111.827824,79.327319,0.688368,157.963555,118.727937,2.375056,259.879960,176.203408
threshold,diffuse,0.22000,-1.57080,97,-12.308518,48.009496,13.859131,-10.618091,56.367276,20.927871,-9.607115,57.035139,29.715969,-5.144467,60.586204,39.997431,-0.811132,71.324253,49.239048,-1.659522,89.031175,61.775742,-2.997345,119.260109,85.746006,-1.723301,176.496679,121.586080,-1.596192,265.941339,183.239558
threshold,diffuse,0.22000,-1.57080,98,-68.512847,15.663989,14.322125,-18.283617,45.208979,26.028289,2.246612,50.405881,34.135730,4.428743,55.811268,39.349956,0.490693,66.197020,48.037694,-1.104867,81.409698,59.349808,0.911532,110.458714,79.367410,1.738334,160.050575,115.344859,0.709779,268.117273,171.405498
threshold,diffuse,0.22000,-1.57080,99,85.692176,11.378303,10.295246,7.532500,35.998468,19.526048,-3.639080,49.973237,31.193786,-8.198546,53.248699,37.058393,-7.668233,61.719265,45.469916,-2.738294,75.247297,58.313187,1.152866,100.043110,79.803421,-0.575389,151.835425,112.257326,-0.559096,255.802740,171.640371
threshold,diffuse,0.22000,-1.57080,100,6.451438,20.123061,18.624384,-20.952110,43.733762,35.352111,-15.163435,50.147035,38.572507,-4.161985,54.156763,43.242652,-6.451902,63.820854,52.542872,-4.783525,80.053883,63.966681,-4.410144,112.110324,82.765396,-1.471766,160.779860,122.903113,1.279877,262.764745,180.227994
threshold,diffuse,0.22000,-1.04720,1,-55.303214,16.421417,14.344184,81.154690,46.758662,22.453119,63.015602,57.656733,30.751761,54.395955,64.657945,35.432119,52.914177,76.337860,43.415543,51.790931,95.733999,52.220049,52.319909,131.398267,69.334648,51.615598,197.797078,99.408192,50.446267,321.720206,168.852045
threshold,diffuse,0.22000,-1.04720,2,71.956785,38.221787,16.832427,60.368688,53.555361,26.079135,53.384304,60.282535,29.517677,52.221235,70.163722,33.669048,51.854777,83.126275,41.218841,51.643027,103.048156,51.227928,48.245750,137.673895,70.254091,50.912083,201.351691,102.489640,51.214193,318.880631,170.180514
threshold,diffuse,0.22000,-1.04720,3,-67.500000,13.142027,12.031232,69.584409,38.523209,23.431167,53.551149,52.864407,29.360837,51.597614,63.430406,33.601685,51.451421,78.569338,40.274056,50.950287,97.670732,49.782442,49.148316,126.895517,69.397831,50.857172,195.440066,97.484751,48.206458,316.518475,166.008133
threshold,diffuse,0.22000,-1.04720,4,-49.219189,14.564491,13.138089,48.860849,63.041204,17.832256,45.740875,67.259495,26.559823,45.602379,66.422984,32.934172,49.446047,80.672381,40.128080,50.683173,98.295946,49.589184,51.937510,128.597045,67.406068,51.080679,189.457786,96.768718,49.198700,311.224614,167.457131
threshold,diffuse,0.22000,-1.04720,5,-56.425974,13.769347,12.371002,87.865753,45.265692,17.351954,68.298095,51.221851,33.246398,54.901570,60.796095,36.934946,50.912563,74.780500,41.782042,50.518491,92.554428,51.330604,49.964715,129.279948,67.238077,50.613065,193.589013,97.441451,50.362993,317.557255,165.863814
threshold,diffuse,0.22000,-1.04720,6,-48.936134,18.913993,16.154287,60.027190,58.599163,21.745119,55.830824,64.441315,28.195381,51.191316,70.754739,33.620526,50.669316,84.406918,40.601819,50.495793,103.176506,51.110689,51.075891,142.170413,67.538161,50.125725,203.912853,101.439700,50.646871,325.903507,169.621531
threshold,diffuse,0.22000,-1.04720,7,-46.983497,17.190811,14.934413,41.585528,58.083038,19.343073,46.972687,61.340276,27.057967,49.924144,67.341054,33.965775,51.052113,78.503739,42.393929,51.584093,98.308326,51.702549,51.063659,131.975075,70.039821,52.157716,199.219297,102.779740,47.931232,318.907279,173.893030
threshold,diffuse,0.22000,-1.04720,8,-78.690068,10.764701,10.540294,45.191351,26.242930,21.040878,43.839300,54.404380,27.169407,47.940611,59.461644,32.041508,49.812152,70.672947,39.867287,50.178794,91.637351,47.171373,48.856500,119.639658,64.464226,51.571749,176.287979,96.484485,51.374788,296.286372,166.358737
threshold,diffuse,0.22000,-1.04720,9,-29.808995,18.712535,16.482149,52.131119,61.689389,24.942724,52.193568,64.816475,30.350028,53.593191,68.028903,35.813680,52.982976,81.417579,43.888807,51.401626,100.598543,54.142144,51.497809,134.758630,73.579577,50.262847,201.975461,105.254347,48.885886,327.489192,171.266375
threshold,diffuse,0.22000,-1.04720,10,-60.506218,18.551210,15.002716,53.145291,42.892062,30.590586,45.310189,55.730252,31.763645,49.681268,64.777672,34.935773,51.589034,76.123833,43.004520,50.043049,97.132375,52.135500,50.660070,130.843244,70.065636,49.912788,197.016562,100.007188,47.629652,309.544009,172.449798
threshold,diffuse,0.22000,-1.04720,11,-45.909858,18.276093,14.848288,-89.975556,39.045832,28.912192,56.550425,53.961746,32.586815,53.154057,63.695948,35.445923,51.010984,76.155441,42.792005,50.634846,96.735654,51.947392,51.603293,129.332201,70.675037,51.269250,196.831418,99.046712,48.608555,308.171447,172.814293
threshold,diffuse,0.22000,-1.04720,12,-52.250083,15.154877,13.957599,48.769795,63.343835,20.171915,52.176168,63.101909,30.115409,53.726705,65.700219,34.726645,52.702184,78.014030,41.755279,51.564484,96.465625,51.133896,53.718871,131.700113,69.553604,51.447366,196.868170,100.330872,50.979361,319.438009,169.628072
threshold,diffuse,0.22000,-1.04720,13,-59.563210,17.268195,14.820476,50.419054,55.449164,26.707661,50.770585,60.358347,32.504572,51.545212,67.686513,36.247996,51.950157,80.491332,42.831237,51.762638,97.878152,54.461680,51.934953,135.424651,73.586631,52.675588,200.915877,105.648697,49.069209,317.172979,176.312639
threshold,diffuse,0.22000,-1.04720,14,-51.954942,13.717212,13.251257,56.354452,49.577760,27.473833,55.530004,64.196049,29.117169,52.062579,67.404690,33.418419,51.218362,78.291406,40.208500,51.841848,96.291106,50.270018,50.612270,133.106797,66.431665,51.900211,193.637520,98.861177,51.051598,320.577701,166.286627
threshold,diffuse,0.22000,-1.04720,15,-77.416621,12.728105,12.125080,52.748793,53.634999,17.805368,50.048323,64.739142,22.241691,52.247166,70.583613,30.281326,51.628058,82.045678,38.714530,52.361818,97.211957,49.531051,55.013459,131.548280,67.329787,53.182863,192.346512,100.868110,51.010092,314.563099,165.868369
threshold,diffuse,0.22000,-1.04720,16,-69.762384,17.912297,15.230755,81.977339,44.504534,21.111544,58.518301,59.672309,27.102079,52.265184,67.794533,32.660391,51.417726,79.976542,40.029090,51.518977,98.225439,50.754646,54.641701,135.790579,68.589363,51.312702,203.071051,100.571910,52.664889,322.482818,169.576824
threshold,diffuse,0.22000,-1.04720,17,88.728892,29.399571,17.100481,71.347107,53.332747,24.368075,57.845101,63.568945,30.792734,52.602106,69.625430,35.111733,51.082883,84.117951,41.977027,50.827440,102.902197,53.107398,51.576173,142.367213,70.149813,52.093391,202.501729,105.038565,49.692374,324.653702,171.627182
threshold,diffuse,0.22000,-1.04720,18,-61.322320,13.064386,12.297174,48.718929,44.941579,25.811829,49.070327,56.595557,31.553971,51.066033,63.738680,34.376576,50.969838,73.380235,39.565894,49.950109,91.384798,47.869707,48.943820,124.379256,64.359509,50.220340,186.259389,95.782153,48.679500,313.092034,160.633067
threshold,diffuse,0.22000,-1.04720,19,-9.462322,12.574038,12.171970,53.842499,53.184216,19.140207,56.209103,61.767722,27.289347,51.962819,65.604218,32.056708,50.678677,75.314331,39.838252,51.291232,92.897273,49.537545,51.373641,126.169920,66.828705,51.595775,189.323029,96.351648,50.482808,315.337403,161.533482
threshold,diffuse,0.22000,-1.04720,20,-48.893764,13.477514,12.361262,50.032979,55.290083,22.395486,54.251901,64.865229,26.996899,52.421041,67.871453,31.980672,51.849254,77.630475,39.844568,49.714101,97.775017,47.660668,52.471010,127.831137,66.990946,52.773305,195.279699,97.866318,47.593887,320.099839,165.536568
threshold,diffuse,0.22000,-1.04720,21,-58.036990,15.571716,13.990609,-18.991566,36.428800,28.066274,53.431192,46.887608,38.505832,50.726486,64.553431,37.368947,52.625097,78.288034,41.800401,53.928538,97.775762,50.920063,53.242526,129.670606,70.779980,51.343092,196.871534,100.067784,50.902118,323.234058,168.752739
threshold,diffuse,0.22000,-1.04720,22,-45.000000,16.427490,14.709174,71.194119,54.222680,22.554009,58.807011,62.771133,29.289388,53.273211,67.192133,33.750475,53.651554,79.869750,41.723846,53.652222,99.399320,51.991558,50.748690,138.879685,68.850280,51.991222,199.319546,102.952698,50.050804,327.152428,166.651160
threshold,diffuse,0.22000,-1.04720,23,-82.707561,13.219544,12.439666,51.247021,55.014078,19.750487,56.329178,64.550554,25.216859,55.375498,64.708811,32.338542,54.079787,76.352659,39.247468,50.808675,96.737015,47.826910,51.249347,134.181147,64.521823,51.055600,190.490538,98.132111,48.283202,315.691900,166.296839
threshold,diffuse,0.22000,-1.04720,24,-53.107647,18.527376,16.098530,50.320259,55.361213,29.620409,53.121107,61.278632,32.349790,50.947994,66.109912,35.438821,50.462272,79.653001,41.986473,51.087562,98.953727,50.869636,51.949690,135.960812,67.446118,50.503274,196.128136,100.642825,50.448604,317.081589,166.922593
