generation_mode,fibro_typename,density,theta,seed,orientation_10,major_axis_10,minor_axis_10,orientation_20,major_axis_20,minor_axis_20,orientation_30,major_axis_30,minor_axis_30,orientation_40,major_axis_40,minor_axis_40,orientation_50,major_axis_50,minor_axis_50,orientation_60,major_axis_60,minor_axis_60,orientation_70,major_axis_70,minor_axis_70,orientation_80,major_axis_80,minor_axis_80,orientation_90,major_axis_90,minor_axis_90
threshold,patchy,0.26900,0.00000,31,-85.119113,10.138125,6.600860,-87.254650,16.602846,9.127671,-88.517271,24.281454,11.044328,-89.036530,33.600449,12.764337,-89.405744,43.359434,15.258807,-89.669709,61.129212,17.586535,-89.928134,91.432457,19.930355,89.813506,138.322033,28.196264,89.654402,241.673210,53.917394
threshold,patchy,0.26900,0.00000,32,90.000000,9.988854,7.263739,88.341109,16.568637,10.633967,88.781354,27.149879,12.256926,90.000000,39.359980,13.725829,-89.567070,52.807050,15.814179,-89.529159,71.319569,18.680973,-89.323885,103.317992,22.427376,-89.748461,153.768368,32.448212,-89.802568,256.859834,58.774817
threshold,patchy,0.26900,0.00000,33,-89.356336,13.287744,6.038476,-88.973648,22.210206,8.102250,-89.275264,30.137488,9.887253,-89.550306,36.796905,12.442093,-89.729351,45.337654,15.297536,89.869146,64.084113,17.405437,-89.977382,96.056710,20.692101,89.936648,145.950587,29.401547,-89.768289,251.249696,55.113289
threshold,patchy,0.26900,0.00000,34,87.914808,14.150504,5.150420,87.471043,21.148874,7.627305,87.166737,26.677191,10.170062,86.788628,32.874042,12.649878,87.164923,42.030032,15.042754,87.775166,57.968933,17.364195,88.087603,86.005326,20.288928,88.408403,128.881448,30.442456,89.357270,236.172961,54.155926
threshold,patchy,0.26900,0.00000,35,85.117337,14.143814,6.438927,85.071666,25.522081,7.908212,85.087777,32.408676,10.227092,84.901663,39.417420,12.820948,86.030787,50.377887,15.296479,85.957603,68.147990,17.719913,86.971483,95.935579,21.036346,87.720518,141.948881,30.796305,88.407260,256.379127,56.735486
threshold,patchy,0.26900,0.00000,36,-60.562618,7.585301,6.534775,-85.155233,12.250872,9.242048,-86.595687,17.045366,12.058152,-86.762834,26.269172,13.395981,-87.777700,36.775148,14.960709,-88.238827,51.276505,16.847895,-88.749463,75.933323,19.673562,-89.518136,122.654426,25.986439,-89.678615,219.996091,49.454806
threshold,patchy,0.26900,0.00000,37,79.931848,10.853801,6.374579,85.781548,17.413700,8.929011,87.353666,24.792574,10.966937,88.177796,32.264710,13.357371,88.659920,42.475003,15.664900,89.544962,57.574993,18.062715,89.814397,82.820083,21.728701,-89.891604,129.532182,30.564323,89.571465,242.666785,55.439637
threshold,patchy,0.26900,0.00000,38,88.466757,12.580542,6.371291,88.367272,19.600465,8.985356,89.389922,27.081597,11.238416,89.939484,36.100330,13.346851,89.809163,46.887117,16.123563,89.575143,66.001952,18.352796,89.625475,97.614227,21.447756,89.770163,147.574449,31.132673,-89.949769,253.014719,58.337821
threshold,patchy,0.26900,0.00000,39,-86.474464,11.455442,5.973946,-87.997581,17.539447,8.752960,-88.054162,24.815025,10.709247,-88.592715,31.740387,13.248339,-89.422566,42.025661,16.043428,89.613977,63.558437,17.597289,89.673479,97.362482,20.718613,-89.495789,142.000848,30.921308,-89.726175,250.834424,56.500038
threshold,patchy,0.26900,0.00000,40,89.127745,12.183870,6.148083,-88.848946,20.353085,8.271553,-88.787797,28.248764,10.011776,-88.623425,35.338764,12.234547,-88.351713,44.483806,14.637436,-87.906386,60.004683,16.582208,-88.110314,84.597311,19.349852,-88.288633,129.827465,27.385612,-89.447649,236.174802,51.123491
threshold,patchy,0.26900,0.00000,41,-88.037734,19.620796,4.515556,-88.927840,23.801984,7.392101,-89.254028,30.183211,9.759033,-89.512703,35.690994,12.608469,-88.994965,45.232849,14.886491,-88.843702,59.370974,17.308599,-88.650054,87.000742,20.407374,-88.621177,130.475798,29.514007,-89.442983,238.728072,54.933944
threshold,patchy,0.26900,0.00000,42,90.000000,13.721542,5.370485,88.479181,20.211464,8.161147,89.722260,26.882936,10.247488,-89.823254,33.263507,12.670683,-89.534988,42.000323,15.262523,-89.422337,57.455811,17.725804,-89.267316,86.461953,21.346928,-89.136263,137.362663,29.869819,-89.763872,240.640137,55.049578
threshold,patchy,0.26900,0.00000,43,-86.939536,20.003348,4.363564,-86.742895,24.537859,7.107439,-88.559560,30.115620,9.590766,-87.932779,35.624015,12.394806,-88.444819,42.948708,15.367380,-88.978124,59.709482,17.358462,-89.263676,84.034646,21.123856,-89.514214,132.683754,29.462228,-89.629712,244.477935,53.213828
threshold,patchy,0.26900,0.00000,44,87.390433,11.428989,6.201101,88.341077,17.269042,9.206692,89.578366,24.988036,11.108897,89.332259,33.479926,13.180532,89.400712,43.483004,15.695965,88.939999,57.928182,19.031002,88.854073,88.471584,22.406881,88.857142,136.139179,31.957210,89.430894,247.530160,55.516992
threshold,patchy,0.26900,0.00000,45,89.180555,12.290749,6.406225,88.881043,20.276945,8.728327,89.644747,28.788767,10.638203,88.983164,38.104004,12.535501,88.823742,48.827869,14.669380,88.480861,64.913549,17.033541,88.753774,93.084767,20.076295,89.216887,140.454226,29.618979,89.309445,243.029745,55.242570
threshold,patchy,0.26900,0.00000,46,90.000000,12.101107,6.295662,90.000000,19.488445,8.795647,-89.295934,27.723652,10.709302,-89.105189,35.501463,13.067692,-89.121790,46.865531,15.418630,-89.386382,65.224858,18.089429,-89.315144,98.606584,21.511588,-89.082306,146.589722,32.858564,-89.268758,259.286941,57.493954
threshold,patchy,0.26900,0.00000,47,-82.820332,10.893870,6.141316,90.000000,16.823874,8.950004,-89.846445,24.217340,10.767123,89.491699,31.358668,13.007460,89.797425,40.855610,15.401095,89.716442,56.162834,18.021036,89.749504,83.913737,21.608578,89.122903,129.452898,31.357252,89.222305,236.424555,56.337335
threshold,patchy,0.26900,0.00000,48,-87.621329,15.014898,6.167583,-87.804895,24.520182,8.199621,-88.188484,31.816282,10.580234,-87.759380,39.201271,13.275413,-88.257496,51.479668,15.381626,-88.329927,68.064265,18.160126,-88.484699,95.146048,22.321508,-88.346503,141.450466,33.601514,-88.675548,261.073626,57.726308
threshold,patchy,0.26900,0.00000,49,87.499121,18.061680,5.350917,88.844895,27.731450,7.614255,89.006757,34.171894,10.291876,89.437300,40.701885,13.233780,-89.903925,52.606315,15.642426,89.531416,69.484715,18.607214,89.740273,98.967439,23.243047,89.991835,151.198608,33.657350,-89.335558,265.916062,59.153458
threshold,patchy,0.26900,0.00000,50,90.000000,13.488643,5.726339,-89.260054,19.813312,8.609750,-89.556527,26.626234,10.754790,89.989875,34.744629,12.784926,89.472231,44.174732,15.193944,89.378765,59.275001,18.015812,89.749561,88.501947,20.722291,89.982319,139.365333,29.794269,89.996624,245.453984,54.779642
threshold,patchy,0.26900,0.00000,51,-89.103611,19.997055,4.980904,90.000000,29.834033,7.044701,-89.509092,35.513320,9.740048,-89.674624,40.740634,12.826094,-89.708312,50.136061,15.783112,-89.459472,68.151296,18.324495,89.889929,99.486428,22.120305,89.910017,150.414341,32.304008,89.922544,260.383969,58.413377
threshold,patchy,0.26900,0.00000,52,-89.330976,27.325717,5.044081,-89.796923,29.604023,7.458288,-89.690012,34.432471,10.346413,89.417975,41.073710,13.235279,89.430006,53.151538,15.379439,89.166749,70.050408,18.281368,89.002746,101.532651,22.078955,89.342266,157.074902,32.123267,89.755314,272.642930,56.431285
threshold,patchy,0.26900,0.00000,53,90.000000,9.799347,6.567286,90.000000,16.023950,9.073284,-88.908816,23.101990,11.225737,-88.492659,31.050595,13.474688,-88.031231,41.622870,15.742170,-88.618234,60.458553,17.519573,-88.817628,92.518803,19.696654,-89.451887,135.013556,28.083682,-89.269729,247.922123,52.092862
threshold,patchy,0.26900,0.00000,54,-85.924152,11.447553,5.963804,-86.244986,17.542317,8.805454,-85.062129,24.573241,10.853567,-86.504417,32.614545,12.839078,-87.621441,43.275543,14.948955,-88.402133,59.502418,17.361576,-89.404937,86.197775,20.916782,89.843659,132.553668,29.711815,89.543796,240.016981,54.644322
threshold,patchy,0.26900,0.00000,55,-83.681570,10.974167,5.980829,-85.575371,16.425596,8.851733,-85.399878,23.105574,10.925085,-86.922452,30.951868,13.027965,-87.625912,42.417226,14.883637,-88.129863,58.520762,17.209259,-89.018335,87.202002,19.954246,-88.991941,134.262324,27.638579,-88.926934,242.168033,51.672245
threshold,patchy,0.26900,0.00000,56,-82.288919,9.430310,7.252851,-89.005681,15.887578,10.461612,-88.917284,27.821660,11.382938,-88.933595,37.149325,13.269278,-89.265109,47.083815,16.261905,-89.186471,70.230585,18.149850,-88.852367,99.695543,22.672554,-89.121848,152.254661,33.113543,-89.575417,261.963670,58.447974
threshold,patchy,0.26900,0.00000,57,88.395257,12.351297,6.858221,87.481722,21.250299,8.923883,88.228420,29.652501,10.984868,88.974915,37.267741,13.801064,89.498566,49.377246,16.064624,89.632985,68.260845,18.280790,89.955555,97.845407,22.478980,89.855563,151.258375,31.641583,89.941147,261.406623,57.934503
threshold,patchy,0.26900,0.00000,58,-86.631056,13.095469,5.234671,-87.133537,18.534633,8.303563,-86.772587,24.300310,10.765747,-87.381638,31.452519,13.041896,-87.672160,40.647986,15.722698,-88.635306,60.463460,17.030486,-89.482171,86.030061,21.029027,-89.852939,138.740060,29.590427,-88.989840,237.251015,56.020522
threshold,patchy,0.26900,0.00000,59,-89.270392,12.903153,5.427133,-87.858391,20.896892,7.545189,-87.658244,26.641862,9.900962,-87.953958,32.377138,12.424940,-88.259757,40.059562,15.079061,-88.516874,54.793099,17.015735,-88.638375,78.980580,19.675637,-89.096594,121.644827,27.956726,-89.272153,232.009846,50.597253
threshold,patchy,0.26900,0.00000,60,-79.143735,9.497735,6.607127,-81.258034,15.591887,9.308028,-81.045266,21.969990,11.983154,-84.283663,30.613609,14.202055,-86.034977,43.691460,15.997800,-87.204892,62.914866,17.847205,-88.180326,88.866154,22.371794,-88.850930,134.840688,32.324289,-89.224386,250.280162,56.864911
threshold,patchy,0.26900,0.00000,61,87.583529,8.898617,6.740897,90.000000,14.113996,9.954637,-89.386940,20.623390,12.549174,-88.542472,32.364380,13.438423,-89.850170,43.608372,15.451380,-89.934750,61.401487,17.657453,-89.803913,93.703587,20.482925,-89.684597,139.020816,30.298657,89.994620,245.877126,54.751820
threshold,patchy,0.26900,0.00000,62,-88.413557,11.245399,6.510864,-88.192751,18.445520,9.058553,-88.786261,26.782505,10.872438,-89.457471,34.074725,13.491270,-89.123841,44.117312,16.310566,-89.697959,62.941081,18.559172,89.810724,91.698704,22.253779,-89.874956,139.129305,31.722979,89.925336,252.866488,56.453362
threshold,patchy,0.26900,0.00000,63,-87.456448,25.035175,4.099769,-86.946734,28.580867,6.920507,-89.312433,32.792113,9.890906,-87.746870,37.268376,13.288400,-88.770046,48.305786,15.724744,-88.803489,65.209032,18.477388,-89.297465,94.764311,22.191527,89.985890,149.854124,30.459734,-89.644971,257.399934,56.188818
threshold,patchy,0.26900,0.00000,64,87.510283,12.108078,5.350767,89.221065,18.364099,7.844401,89.648779,23.487905,10.247784,-89.668039,29.452762,12.533169,-89.834023,37.029840,14.939227,-88.806740,49.976177,17.182348,-88.577958,71.754535,20.735814,-88.920922,120.018419,27.264649,-89.502135,227.367059,49.743095
threshold,patchy,0.26900,0.00000,65,89.340562,13.032064,6.444469,-89.826273,21.040817,8.876489,-88.931620,29.040015,11.142284,-88.704180,37.361668,13.703758,-89.225965,48.380994,16.631667,-89.013442,72.411054,18.233277,-89.051688,102.924197,22.178846,-89.190172,149.587799,33.243944,-89.676204,260.868786,58.863893
threshold,patchy,0.26900,0.00000,66,-82.517060,10.870228,6.703998,-87.834285,18.057466,9.313001,-88.296747,25.793819,11.666325,-88.295981,35.227980,13.788122,-88.542610,47.386718,15.936768,-88.398688,67.761257,18.054839,-88.852850,97.980013,21.603012,-89.354117,147.867881,31.125518,89.915840,262.658342,56.269688
threshold,patchy,0.26900,0.00000,67,-86.697920,20.080558,4.982422,-88.630199,27.786326,7.615631,-88.332889,33.966922,10.457808,-89.316362,41.205643,13.148703,-89.616885,52.981736,15.449836,89.947733,71.088217,17.883366,89.828701,96.779024,22.369143,89.826496,148.610585,32.486802,89.541639,267.051371,57.628847
threshold,patchy,0.26900,0.00000,68,-88.067269,13.759129,5.803525,-87.711382,19.939418,8.958335,-89.760656,28.139630,10.896980,88.784714,37.310312,12.928588,88.683146,48.113456,15.337930,88.972552,64.819642,18.528122,88.837477,96.173415,22.268781,89.044638,147.938067,33.070472,89.315991,261.725645,58.960378
threshold,patchy,0.26900,0.00000,69,-87.854262,17.044725,5.920568,-89.676309,27.012626,8.196556,-89.192736,34.710796,10.612011,-89.174461,43.673041,12.885095,-89.011913,54.927735,15.315270,-89.299055,70.664249,18.530959,-89.652205,100.812903,22.574003,-89.506943,149.116513,33.956761,-89.769741,261.753093,61.116967
threshold,patchy,0.26900,0.00000,70,-88.767258,9.355738,6.161435,-89.490503,14.364792,9.295122,-89.684728,21.585704,11.128658,-89.562761,30.426775,12.758199,-89.049822,40.719227,14.688591,-88.774724,55.714650,17.022609,-89.157877,82.784473,19.683899,-89.064232,124.023321,27.873559,-89.257843,233.236414,50.406933
threshold,patchy,0.26900,0.00000,71,-87.682268,11.258472,6.798424,-85.934949,20.112060,8.801760,-88.560212,28.834148,10.537592,-88.715684,37.028910,12.688064,-88.686921,47.877847,14.863158,-88.800381,64.149440,17.226387,-89.278379,92.489662,20.451081,-89.385561,137.949777,29.505341,-89.078585,252.631913,53.131429
threshold,patchy,0.26900,0.00000,72,89.105045,17.763575,5.191635,89.065958,26.178639,7.750590,88.548151,32.756660,10.286378,89.365845,39.273710,13.116550,89.777233,50.795897,15.373635,89.912524,67.855878,17.881234,-89.693942,96.711035,21.998289,-89.360663,149.269814,30.890011,-89.414904,263.745521,55.405803
threshold,patchy,0.26900,0.00000,73,90.000000,18.201850,5.478016,-89.984472,27.898811,7.996086,-89.989960,36.412239,10.195228,89.805958,44.522287,12.689452,89.641873,56.160938,15.079487,89.233683,74.405645,17.537044,89.237382,105.735993,21.153022,89.558316,155.247550,31.235135,89.557174,267.980943,57.754102
threshold,patchy,0.26900,0.00000,74,69.556620,7.932751,6.306455,84.717063,12.453927,9.192942,83.066379,17.550112,11.896405,84.659800,25.257823,13.781451,85.334170,36.660577,15.027991,85.905852,50.452064,17.357230,87.071972,77.234077,20.149855,88.683004,123.535637,28.015996,89.021486,221.350151,52.454568
threshold,patchy,0.26900,0.00000,75,88.876921,12.529172,5.380780,88.403529,18.330638,8.138611,88.064525,23.912097,10.484975,87.603776,29.496411,13.124740,88.460529,38.247972,15.597973,89.051282,53.004704,18.501626,89.985210,81.583694,21.702841,-89.839238,125.138236,31.511399,89.721310,237.958532,55.131279
threshold,patchy,0.26900,0.00000,76,83.735596,10.700319,6.490925,90.000000,17.581402,8.996838,-89.819827,26.115710,10.680219,-89.468276,33.918904,12.798321,-89.296303,43.823220,15.066408,-88.840121,58.864464,17.674419,-88.834347,84.660612,21.407028,-88.785499,130.856702,30.658395,-89.032438,246.374330,53.581026
threshold,patchy,0.26900,0.00000,77,87.682268,11.258472,6.798424,-89.777064,18.280692,9.698434,-88.345971,26.455995,11.962699,-88.655980,37.537102,13.638821,-89.542802,49.321036,16.075912,89.628732,72.406764,17.995219,89.507858,102.288622,22.034969,89.671773,155.961264,31.944415,89.952150,264.789604,56.933904
threshold,patchy,0.26900,0.00000,78,90.000000,12.376909,5.823672,87.888226,18.611982,8.479997,88.356695,25.816805,10.286102,87.758924,31.580886,12.759312,87.977888,39.618791,15.305148,88.165298,53.304478,18.151762,87.658956,83.027258,20.295515,88.108105,131.222863,28.188594,88.531705,239.083569,51.747557
threshold,patchy,0.26900,0.00000,79,90.000000,15.630623,4.965417,-89.351130,22.555492,7.466493,89.637733,29.290930,9.542736,89.839231,36.177324,11.719568,89.542598,44.222532,14.178234,89.475563,55.479363,17.095144,89.112001,81.712326,19.563273,89.152996,130.750277,26.612150,-89.947988,239.960924,48.944609
threshold,patchy,0.26900,0.00000,80,90.000000,10.263203,5.607207,88.134302,14.910393,8.733134,-89.644365,20.401838,10.873067,-88.436895,27.762131,12.747671,-88.766688,36.571248,14.933802,-88.362059,51.569540,16.797154,-88.155960,76.698304,19.734630,-87.966532,124.914253,27.044332,-88.945805,234.006714,49.464670
threshold,patchy,0.26900,0.00000,81,-87.619069,13.898280,6.046740,-88.936470,21.691136,8.519440,89.950239,29.269382,10.785341,89.762664,37.210726,13.122448,89.380988,47.423958,15.721478,89.651604,65.632660,17.894794,89.522759,91.062053,21.914796,89.926196,140.028918,31.505345,89.298391,254.332164,55.324483
threshold,patchy,0.26900,0.00000,82,88.912145,12.984027,6.815566,88.751710,23.193799,8.716385,88.615252,32.189739,10.651462,89.369973,42.082152,12.736178,89.822644,52.909466,15.341734,89.776628,70.526763,18.010695,89.639738,103.223885,21.958743,89.830407,146.788525,33.477534,89.865119,257.801750,58.855170
threshold,patchy,0.26900,0.00000,83,81.959174,8.398286,5.659006,90.000000,11.590746,9.198393,84.868647,16.869306,11.307740,87.752736,23.665372,13.522492,88.387391,34.934421,14.808795,88.794226,50.564932,16.383080,89.474399,75.263063,19.617882,89.448574,121.123622,27.356805,88.999727,228.717398,49.478243
threshold,patchy,0.26900,0.00000,84,88.124135,13.988583,5.468223,-88.434431,20.739195,8.301406,-89.093350,26.975994,10.875715,-88.416168,35.175188,13.119901,-88.669710,46.842189,15.138532,-88.356426,64.771358,17.200621,-88.171840,91.397197,21.169827,-88.456418,141.934967,31.920305,-89.040512,248.862793,57.859398
threshold,patchy,0.26900,0.00000,85,90.000000,9.112380,6.701328,-88.419474,15.266950,9.165638,-88.052511,22.568761,11.082199,-89.359974,30.227091,13.477135,-89.796209,41.624786,15.367240,-89.412091,56.796056,18.270079,89.706484,87.861492,21.575932,89.988224,136.862854,31.759671,89.752709,248.005057,55.728681
threshold,patchy,0.26900,0.00000,86,90.000000,16.704139,4.741927,90.000000,22.205634,7.404953,-89.555116,28.130226,9.733311,89.577121,33.825243,12.479400,89.413271,42.725134,14.900009,89.137102,58.142515,16.689121,89.431735,83.901775,19.327267,88.872353,126.134375,27.719120,89.877841,237.709000,51.268457
threshold,patchy,0.26900,0.00000,87,80.629330,10.663163,6.700067,85.585128,18.425137,8.995412,84.761695,26.303543,11.110863,85.135801,33.706827,13.757937,86.800148,45.153101,16.003081,87.889313,62.574792,18.454848,88.887509,92.485085,21.959917,89.454238,135.266414,32.133781,-89.687992,250.503855,56.554185
threshold,patchy,0.26900,0.00000,88,-86.575845,19.823335,4.748383,-88.606902,26.168485,7.523033,-88.804915,32.034916,10.269670,-88.872061,37.422313,13.386026,-89.071753,48.878707,15.664985,-88.875613,64.629002,18.539686,-89.138016,88.996402,23.972756,-89.369986,140.920437,33.950710,-89.827145,252.612131,60.476596
threshold,patchy,0.26900,0.00000,89,-89.626800,17.615346,5.055006,-89.345972,25.901572,7.341323,-89.687049,32.331301,9.824851,-89.196787,37.905414,12.929929,-89.363974,48.683245,15.262952,89.848028,67.760005,17.227991,89.834067,94.664267,21.247022,89.697781,145.317019,29.976368,-89.894393,264.873025,52.943963
threshold,patchy,0.26900,0.00000,90,90.000000,9.799347,6.567286,-88.313248,15.991220,9.164691,-88.928657,22.886898,11.403895,-87.787059,30.239827,14.130357,-87.988106,42.649055,16.095322,-87.215741,62.360904,17.833621,-87.828567,89.631767,21.536551,-88.872301,129.862075,32.165334,-88.844193,239.765265,56.318377
threshold,patchy,0.26900,0.00000,91,-88.967002,17.615956,4.705181,-88.974889,23.728903,7.206709,-89.600443,29.115110,9.661855,89.989332,34.392583,12.519913,-89.878591,41.612645,15.566148,89.502051,56.993574,17.979603,89.575845,82.599462,21.854610,89.384209,130.526524,31.149296,89.498351,241.515057,54.593601
threshold,patchy,0.26900,0.00000,92,-88.413557,11.245399,6.510864,-86.716095,18.706850,8.762616,-87.465711,27.243167,10.467211,-87.430121,35.385023,12.428270,-88.169717,44.456999,15.003665,-89.238094,62.595047,16.956742,-89.854895,92.066255,19.871173,89.589647,142.259909,27.411429,89.678861,246.338361,51.704050
threshold,patchy,0.26900,0.00000,93,-89.127745,12.183870,6.148083,88.806141,20.077113,8.345879,89.027560,27.037691,10.454255,87.908411,33.824923,12.900086,88.021582,43.405137,15.500152,88.774846,61.646514,17.307942,89.155354,85.819726,20.888961,89.272676,135.756287,28.553700,89.363677,246.478596,53.368987
threshold,patchy,0.26900,0.00000,94,-88.878478,11.300043,6.676004,-89.577495,19.947776,8.743946,-88.641904,29.756418,10.100435,-89.124216,37.187896,12.256771,-88.770580,45.675924,14.861318,-88.642713,60.727589,17.523320,-88.644109,88.564245,20.899092,-88.685347,135.517094,30.146657,-89.167498,249.743713,53.894587
threshold,patchy,0.26900,0.00000,95,-87.582797,15.274714,5.328921,-88.592783,21.338243,8.417652,-89.087646,28.942452,10.402915,-89.446662,35.914025,12.795473,-89.644936,45.329310,15.347270,-89.429818,60.248830,18.442320,-89.707032,93.076398,21.550214,89.743925,141.092740,32.002821,-89.847691,251.110484,57.232703
threshold,patchy,0.26900,0.00000,96,85.788472,13.024541,6.599907,86.935666,21.813157,8.804008,88.444464,30.653976,10.745794,89.810476,40.297623,12.621280,-89.781323,50.898182,14.941725,-89.386158,64.755553,18.419799,-89.082450,95.947749,22.084378,-89.399121,146.658467,32.294402,-89.676819,266.038153,56.551807
threshold,patchy,0.26900,0.00000,97,90.000000,11.521180,5.280769,90.000000,16.151045,8.712183,-89.162461,22.261449,10.836157,-89.709043,28.859698,13.111451,89.107334,38.231397,15.341244,89.396124,53.318168,17.887964,89.068071,81.947933,20.614833,89.152764,130.149913,28.156431,89.929056,227.904879,53.708258
threshold,patchy,0.26900,0.00000,98,-83.171179,10.541328,7.021499,-89.710052,18.110118,9.683583,-89.966411,28.353339,11.154851,-89.798132,37.183123,13.395442,-89.823126,47.763682,16.084126,-89.968291,71.686606,17.480833,-89.921817,98.164453,21.715399,-89.999050,146.560610,31.451307,89.980739,262.509969,56.166105
threshold,patchy,0.26900,0.00000,99,-86.655008,14.946034,5.201972,-87.990905,23.137366,7.391702,-87.845782,28.848176,9.936620,-87.427155,35.254721,12.530438,-87.462139,44.733113,14.849839,-87.206790,60.529072,17.035382,-87.652655,85.394647,20.414972,-88.690454,134.108131,28.541867,-89.293138,245.032288,52.286526
threshold,patchy,0.26900,0.00000,100,-84.544436,10.005256,7.136187,-89.184042,16.602810,10.328723,89.836235,27.271928,11.610078,89.854241,37.286826,13.469959,-89.724501,48.561391,15.815804,-89.524853,69.947501,17.328027,-89.236614,98.086943,20.607795,-88.949261,144.921412,29.907541,-89.555980,264.468432,53.412106
threshold,patchy,0.26900,0.52360,1,-70.471569,12.619928,6.085326,-71.505202,20.473538,8.269606,-70.438556,26.742833,10.773775,-70.675748,33.289196,13.593182,-71.849135,45.361932,15.658880,-73.266902,61.303696,18.204730,-73.292838,84.576393,22.858715,-73.087178,128.697986,34.033028,-72.834853,232.669079,62.827710
threshold,patchy,0.26900,0.52360,2,-74.687122,10.477490,6.040946,-72.866434,16.382733,8.465278,-71.878799,22.069434,10.876670,-72.921167,28.427803,13.354331,-72.067180,38.355261,15.730699,-71.978738,55.390291,18.226176,-70.714991,85.235106,22.056081,-71.222449,131.434846,32.947105,-71.358548,228.370650,62.214544
threshold,patchy,0.26900,0.52360,3,-67.045310,8.749417,6.698502,-74.004068,14.852012,9.286224,-72.103741,21.045829,11.679465,-71.895045,30.531811,12.925883,-73.079984,41.319907,14.545214,-72.153427,54.009028,17.015262,-72.536729,76.329180,20.294823,-73.122997,118.757259,28.454170,-72.915405,222.176741,55.473124
threshold,patchy,0.26900,0.52360,4,-49.305473,7.989794,6.475327,-75.505562,13.214937,9.344533,-69.486697,18.545565,12.182449,-68.211792,28.923304,13.216664,-69.684454,39.721601,15.122752,-69.303879,57.350164,17.301327,-70.160567,83.685059,20.550057,-70.960156,124.365050,29.499083,-71.303984,223.059289,57.186696
threshold,patchy,0.26900,0.52360,5,-70.280750,16.110033,5.104325,-69.819595,21.658892,8.384311,-69.138418,28.284970,10.846184,-70.354195,35.630793,13.519973,-70.120885,47.345397,15.798291,-70.462700,63.682044,18.941840,-70.670013,92.536331,23.988439,-71.525567,136.367348,36.727821,-71.660872,238.170955,67.387802
threshold,patchy,0.26900,0.52360,6,-70.286099,10.609150,6.280600,-72.530345,17.795315,8.299422,-70.092064,23.875822,10.795929,-70.093323,30.612477,13.264727,-69.836073,39.194109,16.012587,-70.276539,54.067597,18.619768,-70.017567,77.864007,22.950646,-70.136824,118.736131,33.252127,-71.537897,218.599173,61.226606
threshold,patchy,0.26900,0.52360,7,-66.354695,12.437089,5.957707,-67.203312,19.436296,8.537977,-69.086657,26.686848,10.626488,-68.597295,33.036261,13.497954,-68.730803,44.454078,15.679085,-69.127586,60.079074,18.432700,-69.498848,85.495398,23.009221,-70.871182,127.510766,34.314351,-70.960983,232.309167,62.595307
threshold,patchy,0.26900,0.52360,8,-71.932312,9.789067,6.980518,-69.094738,16.552443,9.598461,-70.815829,23.784658,11.877698,-72.099169,33.782897,13.599698,-70.248644,45.072951,15.929684,-69.142405,63.710168,18.375086,-68.817354,90.493225,22.463923,-69.935544,132.308223,33.695295,-71.002683,242.595567,63.468362
threshold,patchy,0.26900,0.52360,9,-70.235705,11.931378,6.186583,-67.039137,18.884381,8.996223,-71.236506,25.774495,11.434468,-70.825109,33.604030,13.891564,-71.790086,44.190614,16.709956,-71.804162,62.926683,18.958113,-71.199577,86.198794,24.181437,-71.427921,134.473937,34.638644,-72.034774,241.757980,64.163000
threshold,patchy,0.26900,0.52360,10,-70.508752,16.671537,4.940554,-71.146609,22.820728,7.759948,-72.074304,28.128532,10.433108,-70.621429,33.791919,13.439314,-70.946766,43.635544,16.170099,-70.707618,61.257070,18.427998,-70.843622,86.043431,23.020232,-71.528725,130.303882,34.080883,-72.010019,238.787483,62.214884
threshold,patchy,0.26900,0.52360,11,-74.810437,13.596867,5.330108,-75.588097,19.267502,8.071496,-74.558587,24.277950,10.962892,-75.270384,30.833457,13.472763,-74.469815,40.257911,15.983189,-73.282254,55.023391,18.824294,-72.575937,80.684019,23.207793,-72.540219,127.706563,33.121418,-72.370354,226.634374,62.293441
threshold,patchy,0.26900,0.52360,12,-65.816770,9.612077,6.859953,-67.864166,15.455490,9.830926,-70.701535,23.008183,11.712188,-72.327335,31.688381,13.793244,-72.181945,42.062501,16.409031,-71.914671,60.624860,18.294508,-72.230372,86.471824,22.417518,-71.935496,130.943475,33.053322,-72.373129,234.984606,61.225377
threshold,patchy,0.26900,0.52360,13,-68.645305,14.378742,5.514548,-70.592196,22.297941,7.845851,-70.467686,28.619989,10.118534,-70.236947,34.838427,12.818301,-70.833688,44.536509,15.376511,-71.315485,61.248792,17.430312,-71.775319,86.019746,21.684680,-71.312204,134.558626,30.998076,-71.782203,238.428024,59.432807
threshold,patchy,0.26900,0.52360,14,-62.655607,9.887010,6.138377,-72.816454,15.672898,8.958587,-68.659289,21.078554,11.843519,-70.117450,29.152327,14.118715,-71.099618,41.609674,16.122452,-70.820284,60.627050,18.433539,-71.073897,89.886501,22.125717,-71.721160,127.859210,34.164462,-71.665740,228.314232,63.275557
threshold,patchy,0.26900,0.52360,15,-73.130983,19.126313,4.269410,-73.065442,24.742906,6.966463,-73.103359,28.899718,9.651722,-72.681060,33.737567,12.552953,-72.673739,41.381978,15.400087,-72.047963,54.861664,18.425914,-72.283232,81.187466,22.093441,-71.769414,124.976671,32.234994,-72.170826,226.927185,60.881420
