PC1,PC2,PC3,fibro_type
-6.878425829513355,1.6381631598523447,0.19196741549980262,compact
-6.696651785997701,1.713759961661732,0.21534472473613792,compact
-6.734860640588467,1.536736565216129,0.13514752254987372,compact
-6.895268052427043,1.6631595135093082,0.07252656391670963,compact
-6.678286521988089,1.5514876949022596,0.1848114977903669,compact
-6.6884396553400745,1.5634539431489172,0.19109610141824943,compact
-6.6674821932549575,1.536023293269151,0.17326352069427536,compact
-6.59927714685043,1.7727591057831429,0.20548464511696624,compact
-6.64160835139661,1.7363016606102957,0.23133734151101779,compact
-6.7545748976502615,1.6757377201181218,0.25923307661427814,compact
-6.641380105321407,1.6848391524192998,0.33865810071946395,compact
-6.701695723795432,1.637760872148639,0.2593291876391643,compact
-6.681487988891986,1.598857635984991,0.2116683790322189,compact
-6.717600975084698,1.523723370657722,0.1952401045053264,compact
-6.744343942398432,1.5140180328086592,0.2061082620136133,compact
-6.766681845387032,1.6302046662049547,0.22673528907068505,compact
-6.899377139524153,1.576583405603124,0.1763463100988765,compact
-6.863891343026073,1.5616167296550632,0.21865533777762772,compact
-6.770462298653449,1.590870442585199,0.20620234366511608,compact
-6.71826383065905,1.7578487956640594,0.18493752414316866,compact
-6.850024733190432,1.7304440929270226,0.09525379852555017,compact
-6.756885027023302,1.7191232626825015,0.1550858422946459,compact
-5.500068888345856,-0.531034986148297,0.3946011176453339,compact
-6.744408993214159,1.6893641930739636,0.14479294317237654,compact
-6.700372128827609,1.708142900985111,0.18636150121830303,compact
-6.767195926690289,1.700563352310906,0.15546162811420125,compact
-6.7998129297058,1.6285074924656626,0.17232255453946096,compact
-6.803345770067535,1.6496507180454616,0.14937600679818502,compact
-6.712965342443729,1.7880055792089087,0.19644639543181638,compact
-5.89954965573422,0.014747143817917488,1.0642399996987846,compact
-6.630397663666987,1.6407055013680463,0.23099091275078143,compact
-6.6133459920048585,1.7280532586339834,0.2220395995608688,compact
-6.598950605730109,1.6908744477800879,0.21628510091447373,compact
-6.632296074652114,1.5778842354170595,0.22606489562117651,compact
-6.771067344264623,1.552754862948882,0.1958569524290592,compact
-6.7344520182524,1.5374858059891032,0.22891212524670634,compact
-6.740740739782383,1.6938640627705372,0.15314041074147805,compact
-6.8544990854923045,1.6199099156743415,0.1702505649003559,compact
-6.848281923827702,1.5501801489013631,0.1628413374815321,compact
-6.840655565092341,1.5356162408148093,0.15940032343137997,compact
-6.873841753824238,1.6150269879550787,0.17025627329925325,compact
-6.864648715187102,1.5369324163314224,0.16002046615915602,compact
-6.79194377058023,1.5374469799334927,0.2400427920057302,compact
-6.723836660974682,1.7200822304975383,0.19885791371561512,compact
-6.619017001969868,1.5598532792419113,0.21156452014298371,compact
-6.7056043400149425,1.560210259582848,0.18336870758099136,compact
-6.758951012904793,1.5643228896254961,0.1978888922649002,compact
-6.691766230906914,1.6466983752305742,0.22899057373669074,compact
-6.7156767196567895,1.5537935250037158,0.23134374461248755,compact
-6.756340346425844,1.5524471160856468,0.20204762835406162,compact
-6.653920486923758,1.5462789951942995,0.22851612051979145,compact
-6.704021008178977,1.4938152753267693,0.17596035669312343,compact
-6.643548277899558,1.6088728351942003,0.1753899691328974,compact
-6.6412860584655,1.6002959830374963,0.20330211650611318,compact
-6.663081904593164,1.586667351294132,0.22825547243309208,compact
-6.633752859831599,1.5920949904327741,0.2666817061603526,compact
-6.557882276608471,1.6839880092951667,0.13455219986797884,compact
-6.606505129724424,1.4938931367285535,0.18996798970077994,compact
-6.62907740233859,1.5085962459653015,0.14452452165179655,compact
-6.671161283471479,1.502242956186334,0.16075514839410063,compact
-6.6744057589252215,1.5565595785671729,0.2222313629037988,compact
-6.685843343254225,1.5335221582354779,0.21836847115982524,compact
-6.584800320679471,1.737591974132675,0.17779498576553926,compact
-6.54019392404844,1.5935859727018629,0.14893406553808164,compact
-6.542394294254814,1.5734652925774653,0.13742252766029045,compact
-6.650590984788668,1.4643116127083369,0.19399209149142022,compact
-6.695151018819488,1.542036728633042,0.18797798033398047,compact
-6.911909329165507,1.436612459408528,0.1655259226031792,compact
-6.882265965389778,1.5980890671916488,0.1653460444074772,compact
-6.7920207613705745,1.662344805986962,0.2432657674160162,compact
-6.925513279475713,1.5553497627792936,0.18797669204603734,compact
-6.845387712503137,1.495432209519417,0.21099452847800532,compact
-6.854483327764808,1.5962284410276817,0.18857469728830814,compact
-6.933122891965841,1.6646375875311559,0.0804876375086825,compact
-6.76345274563873,1.6016489995854166,0.11319726947201687,compact
-6.7399967376510945,1.3920818876484127,0.2783697651689494,compact
-6.855931442234069,1.7011787686953934,0.07089314128079859,compact
-6.919066024531385,1.6293207376858492,0.15005318333726345,compact
-6.827138179672485,1.043988142077721,0.5076169267908633,compact
-7.022289655323255,1.5791935241614599,0.04893132474117974,compact
-6.9910590565491795,1.6881364076206908,0.08661860013543597,compact
-6.956132970127142,1.6181893487965113,0.19031430695717438,compact
-6.929391803218575,1.632970468928263,0.1983886543084443,compact
-6.784385618698436,1.5649744549373779,0.20853617054462656,compact
-6.734356059885603,1.389523852788875,0.21235881928244504,compact
